Gene_ID	RiboCon1	RiboCon2	RiboSil1	RiboSil3	TotalCon1	TotalCon2	TotalCon3	TotalSil1	TotalSil2	TotalSil3
ENSG00000019995.6	62	29	37	27	8050	9970	7738	6237	8846	7446
ENSG00000020129.11	113	68	68	57	9482	12362	8923	7427	9953	8625
ENSG00000020181.12	30	18	11	20	7342	9715	7093	5571	8129	7067
ENSG00000020256.15	31	44	49	41	3248	4183	3175	2554	3608	3061
ENSG00000020426.6	144	110	141	104	6387	7879	5784	4570	7100	5793
ENSG00000020577.9	0	0	0	0	146	242	190	130	221	153
ENSG00000020633.14	57	21	42	36	10340	13077	9293	8606	11195	9527
ENSG00000020922.7	76	52	100	70	8658	11198	8529	6526	9546	7813
ENSG00000021300.7	7	5	13	15	992	1269	917	640	972	873
ENSG00000021355.8	257	187	244	213	13397	16760	12432	9449	14093	11808
ENSG00000021461.12	0	0	0	0	6	0	0	2	1	1
ENSG00000021488.8	0	0	0	0	5	4	15	9	3	0
ENSG00000021574.7	85	72	92	72	7310	9682	7608	5527	8326	6921
ENSG00000021645.13	0	0	0	0	0	2	5	2	0	1
ENSG00000021762.15	109	78	82	119	13826	19537	13115	11924	14764	13446
ENSG00000021776.6	136	113	131	114	14227	17432	13919	10405	15454	13211
ENSG00000021826.10	3	14	12	12	1285	1573	1210	825	1267	1093
ENSG00000021852.8	0	0	0	0	0	0	0	0	0	0
ENSG00000022267.12	59	29	19	51	5682	7653	5715	4116	6067	5234
ENSG00000022277.8	218	152	235	232	17433	22069	16757	13056	18581	15912
ENSG00000022355.10	0	0	0	0	0	0	0	0	0	0
ENSG00000022556.11	0	0	0	0	1	2	2	0	0	0
ENSG00000022567.5	63	42	53	35	6336	8026	5907	5022	6380	5889
ENSG00000022840.9	191	132	143	147	32088	41004	30143	25633	34633	29670
ENSG00000022976.11	16	9	13	12	2807	3750	2746	2147	3020	2592
ENSG00000023041.7	113	95	111	101	14586	18788	13952	10718	16063	13322
ENSG00000023171.10	0	0	0	0	2	3	5	2	8	2
ENSG00000023191.11	247	176	248	269	20587	28004	19299	16318	20666	18993
ENSG00000023228.8	288	258	320	240	22205	27833	22089	16147	24241	19711
ENSG00000023287.8	77	64	67	60	10029	12267	9883	7071	10787	8956
ENSG00000023318.7	202	131	203	151	9705	12228	9304	7069	10189	8543
ENSG00000023330.10	151	86	104	88	8295	10192	7751	6889	9933	7987
ENSG00000023445.8	16	15	31	12	7024	8686	7017	5145	7094	5829
ENSG00000023516.7	73	63	45	62	5274	7640	6114	4289	5774	5467
ENSG00000023572.4	21	20	50	45	1059	1540	1088	823	1195	1047
ENSG00000023608.4	33	21	32	23	2075	2395	1905	1424	2189	1787
ENSG00000023697.8	123	61	89	78	5928	7615	5656	4069	5980	4905
ENSG00000023734.6	425	257	341	288	37397	46989	35279	28525	40752	32953
ENSG00000023839.6	0	0	3	3	605	779	614	448	648	519
ENSG00000023892.9	344	268	299	223	29876	40122	28895	22518	29993	27032
ENSG00000023902.8	146	115	119	156	23826	31918	22071	18748	24938	21871
ENSG00000023909.5	82	97	86	77	6100	7597	6025	4549	6685	5329
ENSG00000024048.6	103	56	86	80	10675	13647	10447	8119	12022	10106
ENSG00000024422.6	31	35	31	33	2567	3284	2328	1940	2597	2074
ENSG00000024526.12	41	40	29	25	7157	9228	7238	4849	7514	5602
ENSG00000024862.12	55	27	83	47	3960	4820	3505	2933	4030	3414
ENSG00000025039.9	37	20	26	30	3578	4605	3649	2712	4155	3164
ENSG00000025156.7	86	63	107	90	9123	11303	8480	6866	10161	8116
ENSG00000025293.11	119	81	101	117	14186	18088	14107	10586	15504	12952
ENSG00000025423.7	41	30	51	32	1327	1716	1274	1036	1490	1250
ENSG00000025434.14	20	8	2	2	904	1124	852	652	1008	747
ENSG00000025708.8	7	0	2	0	164	221	161	136	191	186
ENSG00000025770.13	253	182	250	234	34378	46183	32415	26966	34421	30827
ENSG00000025772.7	160	98	135	164	14255	18263	13312	10447	14606	13057
ENSG00000025796.9	176	120	141	111	25311	31116	24279	18112	26577	21914
ENSG00000025800.9	169	109	175	178	11977	15855	11862	9090	13018	11188
ENSG00000026025.9	1962	1353	1807	1531	111336	144452	103513	82585	117706	100957
ENSG00000026036.16	28	19	47	30	11249	15624	11251	10022	11920	11051
ENSG00000026103.15	105	69	55	69	6603	8693	6530	4715	7065	5744
ENSG00000026297.11	49	25	69	52	3660	5150	3736	3107	4293	3384
ENSG00000026508.11	45	30	41	33	2508	2922	2151	1612	2555	1896
ENSG00000026559.8	0	0	0	0	0	0	0	0	0	0
ENSG00000026652.9	5	4	3	5	769	1005	766	603	810	716
ENSG00000026751.11	0	0	0	0	4	30	9	16	10	23
ENSG00000026950.12	36	10	16	9	4585	6086	4500	3477	5098	4272
ENSG00000027001.7	54	13	21	14	2976	3903	2827	2253	3313	2892
ENSG00000027075.9	327	190	253	234	44142	55699	42626	31580	47158	39600
ENSG00000027644.4	0	0	0	0	4	0	0	2	1	4
ENSG00000027697.8	122	79	120	109	5433	6540	5023	3700	5602	4632
ENSG00000027847.9	23	8	14	5	2325	3011	2071	1823	2166	2056
ENSG00000027869.7	16	27	17	25	1945	2328	1761	1595	1928	1752
ENSG00000028116.12	34	75	66	61	3018	3699	2993	2305	3437	2855
ENSG00000028137.12	0	0	0	0	3	8	13	15	4	8
ENSG00000028203.13	120	110	140	131	20245	24604	19479	14390	21162	16992
ENSG00000028277.12	0	5	2	1	309	517	366	244	389	323
ENSG00000028310.13	157	103	124	108	25678	32946	24269	19774	26827	23197
ENSG00000028528.10	274	210	323	208	24871	32406	23998	18771	27010	21970
ENSG00000028839.4	53	39	26	44	4547	5525	4115	3321	4857	3877
ENSG00000029153.10	16	13	10	23	5238	7107	4948	3827	5679	4238
ENSG00000029363.11	301	204	379	290	73704	94164	75369	52405	81946	67184
ENSG00000029364.7	290	236	285	228	18966	23512	18204	13016	20431	16252
ENSG00000029534.15	0	0	0	0	0	5	0	0	3	2
ENSG00000029559.5	0	0	0	0	0	0	0	0	0	0
ENSG00000029639.6	34	13	29	30	1758	2119	1602	1284	1936	1559
ENSG00000029725.12	131	103	148	116	22336	28160	21208	16342	24192	20325
ENSG00000029993.10	11	4	17	5	27468	34672	25562	19456	29102	23278
ENSG00000030066.9	448	317	408	347	46028	60043	47037	34118	50757	43201
ENSG00000030110.8	15	10	14	12	8603	11456	8276	6806	9699	7956
ENSG00000030304.7	0	0	0	0	2	0	0	0	0	2
ENSG00000030419.12	396	290	374	309	28804	39116	31814	23269	32362	29335
ENSG00000030582.12	69	30	67	61	4311	5732	3938	3169	4444	3786
ENSG00000031003.6	40	53	83	61	15669	19664	15640	11717	17009	14250
ENSG00000031081.6	0	1	4	0	324	436	405	296	358	261
ENSG00000031691.5	57	36	60	72	3833	4423	3485	2704	4189	3064
ENSG00000031698.8	389	277	326	336	27408	34573	25875	19850	29114	24671
ENSG00000031823.10	136	129	146	113	17663	23138	16782	13268	17979	15611
ENSG00000032219.14	60	65	84	67	7799	9383	7666	5728	8562	7333
ENSG00000032389.8	162	129	109	121	13483	17338	12590	10037	14325	12483
ENSG00000032444.10	61	46	62	32	8481	11682	8322	6607	9034	8017
ENSG00000032742.13	13	16	41	29	1522	2071	1747	1167	1776	1409
ENSG00000033011.7	57	26	49	48	8894	10923	8102	6299	8631	7570
ENSG00000033030.9	103	74	105	84	12676	15989	11982	9629	13184	11240
ENSG00000033050.3	267	153	255	164	26588	33935	24850	19919	28474	24389
ENSG00000033100.10	71	51	31	57	8107	10885	7684	6466	8564	7434
ENSG00000033122.13	0	0	0	0	193	258	198	114	179	183
ENSG00000033170.12	145	86	81	66	10156	12582	9784	7355	11158	9146
ENSG00000033178.7	175	96	227	159	10618	13346	10613	7814	11785	9866
ENSG00000033327.8	712	622	652	450	125828	160664	124621	102674	143891	128637
ENSG00000033627.10	4	2	8	1	240	314	251	213	275	213
ENSG00000033800.9	118	110	143	115	5814	7457	6244	4399	6551	5583
ENSG00000033867.12	176	123	185	157	13814	18249	15228	10361	15622	13772
ENSG00000034053.10	65	37	54	43	6930	9070	6969	5425	7305	6829
ENSG00000034152.14	91	63	51	90	7758	10389	7044	5833	7778	6701
ENSG00000034239.5	0	0	0	0	0	0	3	0	0	0
ENSG00000034510.4	1069	674	1257	970	92791	119545	84079	69582	100810	83763
ENSG00000034533.7	26	21	36	39	3316	3673	2894	2551	3551	3114
ENSG00000034677.7	40	39	29	28	7659	9635	7739	6295	8967	7312
ENSG00000034693.10	68	31	55	60	3774	4714	3758	2726	4119	3327
ENSG00000034713.3	205	179	245	257	8906	11316	8165	6592	9518	8167
ENSG00000034971.9	0	0	0	0	0	0	0	0	0	0
ENSG00000035115.15	19	10	12	7	2306	3157	2390	1894	2650	2170
ENSG00000035141.3	52	35	54	54	23235	28772	21699	17367	24983	20975
ENSG00000035403.11	6	1	0	3	270	310	204	185	246	196
ENSG00000035499.8	141	102	175	117	12440	15737	11966	8188	12728	10220
ENSG00000035664.7	0	0	0	0	16	4	18	11	11	18
ENSG00000035681.3	185	105	162	132	27559	35079	26993	20442	29577	24908
ENSG00000035687.9	172	112	160	144	19686	24471	18365	13471	20951	16844
ENSG00000035720.3	0	0	0	0	12	34	20	9	20	30
ENSG00000035862.8	0	1	0	0	134	190	117	73	104	82
ENSG00000035928.10	326	251	370	329	38299	47792	38269	28235	42649	36096
ENSG00000036054.8	70	62	67	55	4450	5677	4298	3181	4668	3655
ENSG00000036257.8	253	171	253	196	19979	24275	19147	13025	19925	16158
ENSG00000036448.5	19	22	17	20	3382	4266	3338	2650	3645	3094
ENSG00000036473.5	0	0	0	0	5	6	5	0	7	9
ENSG00000036530.4	0	0	0	0	40	44	23	19	32	52
ENSG00000036549.8	127	50	91	94	12088	14876	12001	9863	14540	11813
ENSG00000036565.10	0	0	0	0	0	0	0	0	2	0
ENSG00000036672.10	0	0	0	0	7	2	4	2	0	0
ENSG00000036828.9	0	0	0	0	0	0	0	0	0	0
ENSG00000037042.8	5	18	12	0	1930	2499	1754	1504	1758	1727
ENSG00000037241.3	5	6	10	4	5784	7665	5356	4315	6124	5290
ENSG00000037280.11	70	41	76	57	8044	10601	7702	6293	8140	7348
ENSG00000037474.10	383	284	346	331	43961	54194	41284	32412	46607	39308
ENSG00000037637.6	49	30	20	35	5694	7323	5408	4415	6380	5553
ENSG00000037749.7	67	43	76	37	6529	7779	6266	4971	7081	5972
ENSG00000037757.9	41	48	53	31	5403	7559	5111	4170	5822	4946
ENSG00000037897.12	66	37	45	62	6977	9003	6698	5621	7742	6832
ENSG00000037965.4	0	0	0	0	0	0	0	0	0	0
ENSG00000038002.4	66	76	74	87	4414	5517	4201	3234	4771	3854
ENSG00000038210.9	184	80	128	152	13895	17935	14023	9917	15081	11846
ENSG00000038219.8	154	118	243	190	20426	26110	21303	14342	21778	18916
ENSG00000038274.11	243	183	196	189	14944	19026	14350	11064	16592	13170
ENSG00000038295.3	7	6	3	4	355	375	347	226	354	312
ENSG00000038358.10	184	119	192	179	24717	32601	23794	19552	25566	23015
ENSG00000038382.13	0	0	0	0	5	2	0	4	0	0
ENSG00000038427.11	29	17	21	19	2195	2873	2220	1657	2472	2046
ENSG00000038532.10	58	46	73	66	8905	11322	8813	6528	9342	8079
ENSG00000038945.9	0	0	0	0	49	30	19	39	47	39
ENSG00000039068.13	0	0	0	0	5	5	9	0	2	3
ENSG00000039123.11	261	198	297	242	20019	25088	19413	14725	22033	18052
ENSG00000039139.8	0	0	0	0	0	0	0	0	0	0
ENSG00000039319.12	22	17	18	10	2884	3844	3316	2336	3139	2877
ENSG00000039523.12	37	23	20	24	3110	4109	2884	2631	3124	2937
ENSG00000039537.9	0	0	0	0	0	0	0	0	0	0
ENSG00000039560.9	0	0	0	0	0	1	0	0	2	2
ENSG00000039600.6	0	0	0	0	2	8	3	1	1	6
ENSG00000039650.4	36	18	35	22	3739	5302	3448	3232	3686	3487
ENSG00000039987.2	0	0	0	0	2	6	0	0	4	0
ENSG00000040199.14	36	24	24	28	4307	5548	4503	3258	4560	4023
ENSG00000040275.12	161	99	128	104	14224	17931	13500	10532	15247	12360
ENSG00000040341.13	134	108	135	115	21136	27154	21323	15361	23052	19006
ENSG00000040487.8	8	10	14	4	800	1153	803	676	910	788
ENSG00000040531.10	18	18	25	22	2066	2723	2043	1673	2184	1802
ENSG00000040608.9	20	9	20	20	2111	2974	1929	1619	2123	2050
ENSG00000040633.8	50	26	45	35	3023	3606	2624	2858	3870	3191
ENSG00000040731.6	0	0	0	0	0	0	2	0	0	0
ENSG00000040933.10	122	77	101	90	17402	23064	17884	13465	18829	16741
ENSG00000041353.5	0	0	0	0	4	0	2	0	2	0
ENSG00000041357.11	962	718	1070	915	48439	59232	44817	33646	52124	40902
ENSG00000041515.10	0	0	0	0	0	0	0	0	0	0
ENSG00000041802.6	146	143	134	106	16716	21318	16016	12198	17511	15294
ENSG00000041880.10	23	22	25	14	4712	6035	4261	3423	4694	3999
ENSG00000041982.10	0	0	0	0	0	5	9	0	0	2
ENSG00000041988.10	20	9	29	16	6802	9126	6500	5420	6928	6388
ENSG00000042062.7	0	0	0	0	22	24	10	25	14	21
ENSG00000042088.9	195	143	80	150	16251	20103	15321	11574	17004	14308
ENSG00000042286.10	1	1	0	2	385	493	378	340	384	364
ENSG00000042304.6	0	0	0	0	0	0	0	0	0	0
ENSG00000042317.12	5	0	0	6	495	691	530	371	616	442
ENSG00000042429.6	125	63	107	83	9242	12553	9160	6981	10473	9236
ENSG00000042445.9	23	19	34	32	5264	7145	5293	4292	5538	4803
ENSG00000042493.10	579	341	410	442	37081	49820	35303	28147	38611	34229
ENSG00000042753.6	440	311	432	368	17820	23458	16784	13732	18516	15966
ENSG00000042781.8	0	0	0	0	6	2	4	1	4	2
ENSG00000042813.3	0	0	0	0	0	0	3	2	0	0
ENSG00000042832.7	1	5	1	0	77	85	66	46	53	66
ENSG00000042980.8	0	0	0	0	0	0	0	0	0	0
ENSG00000043039.4	0	0	0	0	0	0	0	0	0	0
ENSG00000043093.9	42	26	72	30	7665	10066	7741	5353	8617	6616
ENSG00000043143.15	100	55	84	104	18538	24073	18030	14996	20704	17962
ENSG00000043355.6	2	4	3	0	207	330	240	199	294	251
ENSG00000043462.7	450	359	408	349	33979	41844	32043	25615	35312	29986
ENSG00000043514.10	65	41	79	77	8016	10179	7710	5990	8555	7173
ENSG00000043591.4	0	2	0	0	83	133	59	55	82	75
ENSG00000044012.3	0	0	0	0	0	0	0	0	0	0
ENSG00000044090.4	33	20	18	34	5558	7713	5289	4725	6040	5291
ENSG00000044115.15	104	78	155	69	15882	19547	15213	11562	16791	14434
ENSG00000044446.6	58	47	50	41	9281	12026	9509	6870	9921	8921
ENSG00000044459.9	61	36	81	58	4303	5411	4215	3295	4703	4018
ENSG00000044524.6	0	0	0	0	2	3	7	2	2	18
ENSG00000044574.7	298	180	212	266	26404	34433	26151	18945	28331	23180
ENSG00000046604.8	0	0	0	0	0	0	1	0	0	1
ENSG00000046647.9	10	22	20	27	2247	2774	1907	1704	2317	2061
ENSG00000046651.10	22	26	32	12	6691	8482	6613	5066	7425	6384
ENSG00000046653.10	0	0	0	0	215	312	240	179	264	204
ENSG00000046774.9	0	0	0	0	0	0	0	0	0	0
ENSG00000046889.14	0	0	0	0	4	3	6	4	1	0
ENSG00000047056.10	81	53	37	48	5453	7225	5753	4019	5782	4897
ENSG00000047188.11	94	79	100	80	14930	19806	15581	11540	16601	14403
ENSG00000047230.10	0	0	0	0	0	0	0	0	0	0
ENSG00000047249.11	286	149	232	218	13332	17058	13002	9729	14091	11503
ENSG00000047315.10	561	404	663	464	50811	64118	48974	35133	54092	44170
ENSG00000047346.8	39	22	33	16	2244	2789	2274	1869	2523	2121
ENSG00000047365.6	41	34	34	40	6001	7722	6269	4695	7067	6398
ENSG00000047410.8	600	402	740	567	68862	88094	70882	51635	76579	66018
ENSG00000047457.9	0	0	0	0	56	58	54	44	67	31
ENSG00000047578.8	24	3	20	12	2228	2986	2449	1837	2473	2108
ENSG00000047579.14	98	94	101	84	5412	6891	5133	4365	5989	4960
ENSG00000047597.5	0	0	0	0	0	0	0	0	0	0
ENSG00000047617.10	0	0	0	0	0	0	1	0	0	0
ENSG00000047621.7	48	37	87	42	3922	4849	3652	2952	4155	3458
ENSG00000047634.10	25	25	23	12	2125	2756	2224	1533	2257	1798
ENSG00000047644.13	34	14	2	19	5324	6886	5017	3768	5425	4606
ENSG00000047648.16	0	0	0	0	7	11	8	11	12	11
ENSG00000047662.4	1	0	0	4	2682	3371	2578	2052	2640	2136
ENSG00000047849.17	391	273	468	411	39704	49649	37701	28732	41667	35895
ENSG00000047932.9	152	89	137	135	11639	14889	11776	8631	13534	10837
ENSG00000047936.6	0	0	0	0	0	0	0	0	0	0
ENSG00000048028.7	14	7	19	18	2327	2980	2400	1852	2589	2232
ENSG00000048052.16	38	28	35	21	2596	3371	2665	1921	2703	2433
ENSG00000048140.13	13	3	27	16	4478	5943	4170	3382	4733	3928
ENSG00000048162.15	258	157	322	229	17600	22445	16279	12839	18326	15697
ENSG00000048342.11	1	0	0	1	83	85	87	59	85	103
ENSG00000048392.7	21	19	40	21	2871	3516	2768	2034	2872	2388
ENSG00000048405.5	157	102	111	94	7917	10513	8293	7021	10101	8559
ENSG00000048462.6	0	0	0	0	1	3	0	2	0	0
ENSG00000048471.8	36	20	22	25	5880	7478	5851	4255	6307	5578
ENSG00000048540.10	0	0	0	0	0	0	0	0	0	0
ENSG00000048544.5	56	33	44	59	10986	14166	10711	7964	11994	9199
ENSG00000048545.9	0	0	0	0	5	2	0	1	2	2
ENSG00000048649.9	119	75	110	101	10064	12254	10456	7512	10940	9731
ENSG00000048707.8	75	38	53	69	10292	12713	11191	8125	11734	10656
ENSG00000048740.11	426	260	465	354	45307	59144	46577	31954	47056	40083
ENSG00000048828.11	213	144	263	173	32440	42048	31363	24034	34274	28811
ENSG00000048991.12	185	120	133	148	29793	36230	27931	20933	30901	26404
ENSG00000049089.9	0	0	4	0	223	202	179	148	171	179
ENSG00000049130.8	0	0	0	0	0	0	0	0	0	0
ENSG00000049167.9	46	41	26	30	3739	4713	3825	2712	3894	3188
ENSG00000049192.10	2	4	1	2	912	962	775	657	944	799
ENSG00000049239.7	44	27	21	43	7019	9395	6965	5414	7191	6423
ENSG00000049245.8	37	27	48	30	4193	5612	4283	3070	4565	3585
ENSG00000049246.9	0	0	0	0	41	65	34	32	46	56
ENSG00000049247.9	0	0	0	0	6	4	6	8	5	8
ENSG00000049249.4	0	0	0	0	0	2	0	0	0	0
ENSG00000049283.13	0	0	0	0	0	2	2	0	1	0
ENSG00000049323.10	0	5	6	4	278	429	289	155	337	253
ENSG00000049449.3	13	8	14	13	9514	12678	9203	7092	10593	8720
ENSG00000049540.11	0	0	0	0	23	81	62	20	21	37
ENSG00000049541.5	255	166	231	265	23589	30941	22632	18168	25528	22136
ENSG00000049618.15	144	115	214	130	16511	21370	16396	12297	17503	15681
ENSG00000049656.9	304	291	329	258	48723	63099	45274	36787	50566	42992
ENSG00000049759.12	10	2	0	0	412	459	410	336	421	372
ENSG00000049768.10	0	0	0	0	111	124	103	62	85	89
ENSG00000049769.8	7	3	19	0	346	436	319	263	390	346
ENSG00000049860.9	143	87	114	108	8230	10362	7673	6010	8631	7142
ENSG00000049883.9	18	12	20	26	2155	2408	2066	1617	2236	1937
ENSG00000050030.8	0	0	0	3	56	74	69	35	95	94
ENSG00000050130.12	62	41	106	60	4512	5894	4467	3525	5136	3859
ENSG00000050165.13	0	0	0	0	2	6	7	0	3	0
ENSG00000050327.9	0	0	0	0	0	0	0	0	0	0
ENSG00000050344.7	11	11	10	9	2227	3008	2207	1780	2530	2180
ENSG00000050393.6	112	56	113	96	10960	13922	10499	8388	12162	10360
ENSG00000050405.8	72	30	79	53	5893	7004	5497	4064	6303	4977
ENSG00000050426.10	95	64	95	66	13299	17728	12706	10572	14163	12156
ENSG00000050438.9	1	5	1	6	594	732	658	478	632	664
ENSG00000050555.12	1	4	0	1	59	80	68	48	59	54
ENSG00000050628.15	0	0	0	0	10	37	19	18	37	19
ENSG00000050730.11	0	0	0	4	29	38	27	9	35	30
ENSG00000050748.12	129	111	84	64	13997	18365	13713	10524	15377	12739
ENSG00000050767.11	0	0	0	0	10	29	18	12	18	12
ENSG00000050820.12	0	0	0	0	0	2	0	0	0	0
ENSG00000051009.6	33	21	37	26	4195	5395	4089	3421	4601	3900
ENSG00000051108.10	131	117	134	82	12848	15604	11936	9191	13685	10953
ENSG00000051128.13	0	1	0	4	154	214	143	111	220	139
ENSG00000051180.12	164	117	97	122	10550	13224	9771	7834	11409	9804
ENSG00000051341.9	53	43	97	49	14981	18632	15340	11142	16317	13897
ENSG00000051382.4	21	15	21	15	6161	7807	6087	4414	6595	5323
ENSG00000051523.6	418	289	377	429	16774	23414	15630	13848	17864	15510
ENSG00000051596.5	19	7	20	9	3489	4751	3489	2794	3842	3176
ENSG00000051620.5	32	23	28	22	1713	2088	1517	1152	1658	1445
ENSG00000051825.9	176	112	147	147	19355	25329	19551	14568	20784	17567
ENSG00000052126.10	10	6	4	11	2158	2484	1882	1431	2155	1731
ENSG00000052344.11	0	0	0	0	13	9	7	6	9	8
ENSG00000052723.7	129	93	129	111	12935	17183	12790	9660	13812	11284
ENSG00000052749.9	155	136	161	115	16472	22071	15562	13082	17939	15914
ENSG00000052795.8	23	22	14	19	4768	5803	4683	3514	5081	4229
ENSG00000052802.8	75	68	106	61	4334	5241	3916	3404	4521	3762
ENSG00000052841.9	113	71	94	87	12760	15907	12552	9597	13583	11325
ENSG00000052850.5	0	0	0	0	0	0	0	0	7	3
ENSG00000053108.12	0	0	0	0	6	2	5	5	2	10
ENSG00000053254.11	30	29	25	18	14527	18444	14772	10410	15952	13377
ENSG00000053328.8	0	0	3	0	7	5	0	3	9	5
ENSG00000053371.8	71	32	64	32	8772	11601	8265	6669	8954	7945
ENSG00000053372.4	171	120	180	144	27367	35278	25400	21034	29569	25326
ENSG00000053438.7	0	3	0	0	128	152	112	101	135	113
ENSG00000053501.7	37	31	71	54	3127	3970	3051	2387	3165	2807
ENSG00000053524.7	2	0	4	12	880	1029	924	771	910	836
ENSG00000053702.10	1	0	0	0	881	1144	780	644	790	635
ENSG00000053747.11	0	0	1	0	125	155	126	104	122	133
ENSG00000053770.7	194	109	119	99	9338	12043	9600	7475	10861	8916
ENSG00000053900.6	111	67	157	88	13318	16812	13654	9808	14286	11750
ENSG00000053918.10	0	0	0	0	1	0	0	0	0	0
ENSG00000054116.7	185	105	127	121	11825	15229	10752	8640	12825	10766
ENSG00000054118.9	427	262	426	361	53544	67221	50763	38980	57141	47731
ENSG00000054148.13	125	120	148	122	4696	6263	4329	3732	4581	4213
ENSG00000054179.6	0	0	0	0	2	4	6	0	2	0
ENSG00000054219.9	9	2	3	0	1736	2253	1625	1231	1843	1416
ENSG00000054267.16	236	162	222	219	22669	27278	21732	17400	25864	21086
ENSG00000054277.8	23	13	22	18	2183	2913	2068	1605	2440	2135
ENSG00000054282.10	36	26	35	31	2341	2900	2080	1589	2614	2016
ENSG00000054356.7	0	0	0	0	7	7	0	0	0	2
ENSG00000054392.8	2	2	1	7	494	612	481	392	563	404
ENSG00000054523.12	47	26	38	32	5773	7022	5676	4327	6032	5013
ENSG00000054598.5	0	0	0	0	2	7	0	2	0	4
ENSG00000054611.9	73	49	43	46	6198	7862	5828	4747	6335	5286
ENSG00000054654.11	362	185	242	225	23602	34317	29741	21400	29165	29926
ENSG00000054690.9	0	0	0	0	799	1186	809	603	898	706
ENSG00000054793.9	0	0	0	0	4	7	12	12	9	3
ENSG00000054796.8	0	0	0	0	0	0	1	0	0	0
ENSG00000054803.3	0	0	0	0	0	0	0	0	0	0
ENSG00000054938.11	0	0	0	0	7	10	2	9	7	6
ENSG00000054965.6	56	55	51	26	16798	21596	16592	12710	17701	15687
ENSG00000054967.8	28	16	23	37	4621	6320	4369	3700	4825	4519
ENSG00000054983.12	28	23	26	21	1437	2069	1420	1175	1643	1308
ENSG00000055044.5	715	533	765	600	61548	74595	56668	45225	67214	55646
ENSG00000055070.12	129	74	114	128	22794	28987	21336	17243	23671	19958
ENSG00000055118.10	8	0	1	2	270	369	237	222	290	225
ENSG00000055130.10	189	146	181	139	21694	28233	21404	16068	24287	20774
ENSG00000055147.13	65	47	51	44	4445	5441	4234	2934	4527	3575
ENSG00000055163.14	657	604	707	561	101561	128978	99059	72833	106616	92096
ENSG00000055208.12	57	45	47	13	9218	10915	8781	7460	10536	8325
ENSG00000055211.8	31	31	55	56	3017	3962	3078	2262	3224	2667
ENSG00000055332.11	278	196	261	197	18915	23918	18743	14085	20551	17013
ENSG00000055483.12	293	174	295	224	42608	54215	39386	34528	45424	40470
ENSG00000055609.13	97	57	190	76	22061	28051	24132	17058	23732	22690
ENSG00000055732.7	0	0	0	0	0	6	6	2	8	2
ENSG00000055813.4	0	0	0	0	0	0	0	0	0	0
ENSG00000055917.11	382	242	327	229	35200	44889	35987	25471	38072	32588
ENSG00000055950.12	234	156	217	162	8859	11892	8484	6641	8956	7934
ENSG00000055955.11	13	6	12	2	1782	2336	1685	1421	1714	1694
ENSG00000055957.6	0	0	0	0	0	2	2	2	1	0
ENSG00000056050.6	36	26	46	23	6734	8417	6115	4954	7514	5937
ENSG00000056097.11	317	217	299	290	29388	36954	29211	21643	32075	26230
ENSG00000056277.11	68	44	78	44	2962	3855	2877	2509	3207	2776
ENSG00000056291.13	0	0	0	0	0	0	0	0	0	0
ENSG00000056487.11	0	0	0	0	0	4	0	0	0	0
ENSG00000056558.6	3	5	1	2	233	388	241	228	263	255
ENSG00000056586.10	60	42	69	50	10876	14265	11012	8176	11334	10234
ENSG00000056661.9	8	11	6	5	1131	1376	960	814	1121	973
ENSG00000056736.5	0	0	4	0	281	327	295	195	326	329
ENSG00000056972.14	25	7	5	22	1502	1963	1312	1178	1561	1262
ENSG00000056998.13	19	11	6	6	1193	1570	1199	872	1294	1122
ENSG00000057019.11	14	11	11	11	1878	2502	2029	1338	2059	1603
ENSG00000057149.10	0	0	0	0	0	0	0	0	0	0
ENSG00000057252.8	198	159	192	177	11696	15297	11906	8387	12534	10493
ENSG00000057294.9	0	0	0	0	0	0	0	0	0	0
ENSG00000057468.6	0	0	0	0	13	12	10	13	15	10
ENSG00000057593.9	0	0	0	0	0	0	0	0	0	0
ENSG00000057608.11	721	491	851	649	62403	77070	57363	44865	67411	54356
ENSG00000057657.10	3	10	6	9	707	1119	793	552	875	826
ENSG00000057663.8	98	82	101	106	9469	12213	9020	7003	10199	8447
ENSG00000057704.6	0	0	0	0	0	3	0	3	0	4
ENSG00000057757.5	173	118	159	132	13069	16606	12251	9773	14114	11534
ENSG00000057935.9	141	164	199	165	19872	24893	18320	14495	20973	17961
ENSG00000058056.4	97	57	80	78	8250	11245	8261	6245	9415	7804
ENSG00000058063.10	130	84	147	123	24989	30980	25332	17528	26843	23051
ENSG00000058085.10	0	0	0	0	0	0	1	0	0	0
ENSG00000058091.12	0	0	0	0	50	39	51	38	55	47
ENSG00000058262.5	512	391	466	401	51540	65804	48894	37533	53307	45301
ENSG00000058272.11	344	267	333	359	25194	32324	25806	18682	28087	23319
ENSG00000058335.10	3	0	0	0	40	42	39	25	40	46
ENSG00000058404.15	0	0	0	0	2	8	6	3	9	3
ENSG00000058453.11	7	6	9	7	3907	5020	3770	3153	3831	3727
ENSG00000058600.11	93	94	126	84	14995	20327	14677	12185	16871	15030
ENSG00000058668.10	276	183	134	162	28323	35269	29428	20404	30640	26796
ENSG00000058673.11	99	60	78	39	28565	37145	28363	20795	31240	26351
ENSG00000058729.6	140	98	203	94	8796	10767	7707	6308	9620	7599
